customer_id,company_name,plan,mrr,start_date,status,tenure_months,seats,industry,avg_dau,login_days_30,features_used,support_tickets
cust_813,Company_813,pro,1999,2023-12-03,active,21,1,Ecommerce,1.9,7,3,0
cust_814,Company_814,growth,799,2023-03-25,active,23,1,Healthcare,0.9,11,8,3
cust_815,Company_815,growth,799,2023-03-17,active,4,2,Finance,2.2,5,5,4
cust_816,Company_816,pro,1999,2023-10-27,active,7,1,Other,7.8,5,7,0
cust_817,Company_817,starter,299,2023-09-13,churned,22,3,SaaS,3.2,21,2,3
cust_818,Company_818,starter,299,2023-02-24,active,11,1,Healthcare,8.4,21,8,3
cust_819,Company_819,growth,799,2023-05-18,active,20,3,SaaS,6.7,30,8,2
cust_820,Company_820,enterprise,4999,2023-10-19,active,5,4,Finance,3.6,1,2,4
cust_821,Company_821,enterprise,4999,2023-07-15,active,3,12,Ecommerce,9.7,27,7,0
cust_822,Company_822,starter,299,2023-04-17,active,6,4,Finance,6.6,30,3,0
cust_823,Company_823,starter,299,2023-08-10,active,24,3,Other,1.7,21,2,2
cust_824,Company_824,growth,799,2023-09-08,active,15,4,Finance,5.8,13,2,3
cust_825,Company_825,pro,1999,2023-11-11,active,6,4,SaaS,0.9,10,8,5
cust_826,Company_826,starter,299,2023-12-18,active,23,4,Other,6.5,16,2,2
cust_827,Company_827,growth,799,2023-02-10,active,16,2,Finance,8.5,16,7,2
cust_828,Company_828,growth,799,2023-10-10,active,3,5,SaaS,5.4,13,2,3
cust_829,Company_829,growth,799,2023-10-19,active,9,5,SaaS,7.8,0,2,5
cust_830,Company_830,growth,799,2023-04-02,active,6,1,SaaS,4.5,22,5,2
cust_831,Company_831,growth,799,2023-08-21,active,22,3,Finance,9.7,27,3,1
cust_832,Company_832,starter,299,2023-11-06,active,9,1,Healthcare,5.6,0,7,0
cust_833,Company_833,starter,299,2023-12-02,active,16,4,Other,7.4,9,6,5
cust_834,Company_834,growth,799,2023-12-20,active,22,3,SaaS,1.7,0,4,0
cust_835,Company_835,pro,1999,2023-12-23,active,7,2,Healthcare,6.7,20,4,3
cust_836,Company_836,pro,1999,2023-10-03,active,7,4,Ecommerce,5.0,0,2,1
cust_837,Company_837,enterprise,4999,2023-12-26,active,15,31,SaaS,8.7,18,4,1
cust_838,Company_838,starter,299,2023-07-20,active,2,1,Healthcare,9.8,27,8,5
cust_839,Company_839,growth,799,2023-10-11,churned,10,4,Healthcare,5.4,23,8,1
cust_840,Company_840,pro,1999,2023-09-28,active,1,3,Other,1.1,28,7,3
cust_841,Company_841,starter,299,2023-11-15,active,21,4,SaaS,2.0,23,4,3
cust_842,Company_842,starter,299,2023-04-29,active,17,3,Other,8.6,22,8,1
cust_843,Company_843,pro,1999,2023-12-31,active,13,3,Healthcare,8.1,27,3,4
cust_844,Company_844,starter,299,2023-12-20,churned,24,4,Ecommerce,2.1,5,8,0
cust_845,Company_845,pro,1999,2023-09-10,active,10,5,SaaS,10.0,11,5,2
cust_846,Company_846,growth,799,2023-03-31,churned,17,1,Finance,4.6,19,4,0
cust_847,Company_847,growth,799,2023-09-07,active,9,3,SaaS,7.8,17,5,1
cust_848,Company_848,pro,1999,2023-09-21,active,20,1,Healthcare,8.1,30,2,0
cust_849,Company_849,pro,1999,2023-11-09,active,4,1,Other,1.5,20,2,1
cust_850,Company_850,enterprise,4999,2023-03-22,active,24,29,Other,5.2,27,2,1
cust_851,Company_851,growth,799,2023-06-21,active,5,2,Healthcare,9.7,24,1,1
cust_852,Company_852,pro,1999,2023-08-31,active,11,2,SaaS,3.0,22,7,2
cust_853,Company_853,growth,799,2023-05-06,active,5,5,Healthcare,8.0,4,7,3
cust_854,Company_854,enterprise,4999,2023-08-23,active,17,24,SaaS,4.7,24,1,5
cust_855,Company_855,pro,1999,2023-02-05,active,3,4,Ecommerce,4.6,12,1,5
cust_856,Company_856,enterprise,4999,2023-03-19,active,19,41,Other,9.7,13,7,5
cust_857,Company_857,pro,1999,2023-06-05,active,24,3,SaaS,8.4,28,3,5
cust_858,Company_858,growth,799,2023-11-26,active,7,5,Other,6.7,22,6,5
cust_859,Company_859,growth,799,2023-04-12,active,10,5,Finance,4.2,23,3,4
cust_860,Company_860,enterprise,4999,2023-05-26,active,7,36,Finance,5.5,24,3,0
cust_861,Company_861,starter,299,2023-10-04,active,19,3,Healthcare,9.9,3,1,2
cust_862,Company_862,starter,299,2023-09-17,churned,12,1,Healthcare,3.3,23,1,3
cust_863,Company_863,starter,299,2023-05-01,active,24,5,Other,8.5,7,6,2
cust_864,Company_864,starter,299,2023-10-21,churned,22,4,Other,7.5,3,6,4
cust_865,Company_865,growth,799,2023-07-04,active,15,4,Healthcare,1.3,1,7,1
cust_866,Company_866,growth,799,2023-08-17,active,3,5,Healthcare,6.1,16,7,2
cust_867,Company_867,growth,799,2023-11-22,active,14,4,Healthcare,8.3,4,3,3
cust_868,Company_868,pro,1999,2023-03-08,active,23,5,SaaS,7.1,14,8,0
cust_869,Company_869,pro,1999,2023-10-14,active,12,1,Other,8.6,3,2,2
cust_870,Company_870,growth,799,2023-01-21,active,17,3,Finance,9.9,9,5,3
cust_871,Company_871,starter,299,2023-03-15,active,5,4,SaaS,9.4,9,5,1
cust_872,Company_872,starter,299,2023-09-08,churned,1,3,SaaS,8.8,13,8,4
cust_873,Company_873,starter,299,2023-08-20,active,11,4,Other,1.8,4,8,3
cust_874,Company_874,growth,799,2023-03-18,active,24,5,Other,4.4,7,7,2
cust_875,Company_875,growth,799,2023-12-10,active,15,1,Ecommerce,7.2,18,5,4
cust_876,Company_876,growth,799,2023-11-26,active,18,5,Other,6.0,1,4,3
cust_877,Company_877,growth,799,2023-01-10,active,4,5,Ecommerce,9.6,8,4,1
cust_878,Company_878,pro,1999,2023-10-24,active,15,5,Other,3.5,18,1,3
cust_879,Company_879,pro,1999,2023-01-12,active,11,4,SaaS,8.7,10,7,2
cust_880,Company_880,starter,299,2023-02-20,active,18,2,Ecommerce,2.9,2,3,2
cust_881,Company_881,enterprise,4999,2023-12-14,active,6,21,Ecommerce,0.8,1,5,3
cust_882,Company_882,starter,299,2023-03-14,active,14,3,Healthcare,9.4,28,2,0
cust_883,Company_883,starter,299,2023-11-02,active,19,5,Other,4.2,3,5,0
cust_884,Company_884,starter,299,2023-10-11,churned,14,1,Healthcare,6.5,29,1,2
cust_885,Company_885,growth,799,2023-10-28,active,22,5,Ecommerce,3.4,13,8,0
cust_886,Company_886,pro,1999,2023-09-14,active,7,2,Finance,5.6,5,4,4
cust_887,Company_887,enterprise,4999,2023-10-12,active,15,30,Other,3.2,5,1,0
cust_888,Company_888,enterprise,4999,2023-09-04,active,9,44,Healthcare,10.0,26,4,4
cust_889,Company_889,pro,1999,2023-05-25,active,2,5,Other,1.2,2,7,5
cust_890,Company_890,starter,299,2023-03-13,active,24,3,Healthcare,2.5,16,6,5
cust_891,Company_891,enterprise,4999,2023-11-22,active,9,46,Healthcare,3.1,21,6,2
cust_892,Company_892,starter,299,2023-11-03,churned,11,2,SaaS,6.3,0,1,5
cust_893,Company_893,starter,299,2023-10-12,active,23,4,Other,1.3,28,2,4
cust_894,Company_894,starter,299,2023-12-10,active,15,3,Healthcare,8.4,11,7,1
cust_895,Company_895,pro,1999,2023-12-23,active,1,3,Ecommerce,4.7,7,1,2
cust_896,Company_896,growth,799,2023-12-30,active,12,5,Finance,8.2,7,4,3
cust_897,Company_897,enterprise,4999,2023-01-19,active,9,46,Other,2.5,6,7,0
cust_898,Company_898,pro,1999,2023-10-19,active,17,5,Ecommerce,6.8,18,3,0
cust_899,Company_899,growth,799,2023-02-03,active,5,5,Ecommerce,8.9,23,5,1
cust_900,Company_900,pro,1999,2023-01-12,active,23,5,Finance,7.0,28,8,0
cust_901,Company_901,enterprise,4999,2023-11-25,active,22,4,Finance,4.6,13,5,0
cust_902,Company_902,growth,799,2023-08-27,active,16,1,Ecommerce,0.9,29,7,4
cust_903,Company_903,growth,799,2023-01-03,active,13,1,Other,8.2,23,4,5
cust_904,Company_904,growth,799,2023-02-08,active,8,3,Finance,1.1,20,2,0
cust_905,Company_905,growth,799,2023-01-13,active,19,3,Finance,2.8,15,4,2
cust_906,Company_906,pro,1999,2023-06-20,active,17,1,Other,6.4,24,2,5
cust_907,Company_907,growth,799,2023-03-05,active,3,1,Healthcare,3.5,27,2,1
cust_908,Company_908,starter,299,2023-08-15,active,2,4,SaaS,1.5,1,1,2
cust_909,Company_909,pro,1999,2023-07-25,active,4,4,Ecommerce,8.7,25,1,3
cust_910,Company_910,starter,299,2023-08-08,active,20,3,SaaS,4.8,10,4,0
cust_911,Company_911,starter,299,2023-11-01,churned,23,2,Other,1.7,16,5,2
cust_912,Company_912,growth,799,2023-11-14,active,15,2,SaaS,1.1,9,7,4
cust_913,Company_913,enterprise,4999,2023-07-03,active,10,35,Ecommerce,1.9,9,6,2
cust_914,Company_914,starter,299,2023-01-05,active,17,2,SaaS,2.8,26,1,3
cust_915,Company_915,starter,299,2023-04-13,active,21,1,Finance,2.3,15,8,4
cust_916,Company_916,growth,799,2023-10-24,active,19,5,Finance,4.5,5,2,3
cust_917,Company_917,pro,1999,2023-01-22,active,16,1,Ecommerce,7.1,14,4,1
cust_918,Company_918,growth,799,2023-06-19,active,24,4,Ecommerce,8.3,0,6,0
cust_919,Company_919,starter,299,2023-01-16,churned,18,3,Healthcare,2.3,18,6,0
cust_920,Company_920,enterprise,4999,2023-04-12,active,7,15,Finance,7.3,10,4,1
cust_921,Company_921,starter,299,2023-04-01,active,9,1,Ecommerce,4.1,25,2,2
cust_922,Company_922,enterprise,4999,2023-06-06,active,15,24,Ecommerce,9.4,25,7,5
cust_923,Company_923,starter,299,2023-03-15,active,5,2,Other,4.1,11,6,4
cust_924,Company_924,growth,799,2023-11-22,active,8,5,Other,2.3,17,5,1
cust_925,Company_925,starter,299,2023-01-28,active,21,2,Other,9.7,28,8,1
cust_926,Company_926,pro,1999,2023-08-29,active,22,2,Other,4.2,28,6,3
cust_927,Company_927,growth,799,2023-04-02,active,11,5,Healthcare,7.3,15,8,2
cust_928,Company_928,growth,799,2023-11-23,active,19,2,Ecommerce,9.0,14,4,3
cust_929,Company_929,starter,299,2023-08-06,active,13,3,Finance,5.7,4,2,2
cust_930,Company_930,growth,799,2023-06-30,active,8,4,Other,6.4,13,8,3
cust_931,Company_931,growth,799,2023-07-08,active,16,4,SaaS,2.2,7,5,5
cust_932,Company_932,starter,299,2023-02-12,active,10,5,Other,6.6,25,5,1
cust_933,Company_933,starter,299,2023-02-06,churned,12,2,Finance,2.4,10,5,2
cust_934,Company_934,pro,1999,2023-12-16,active,9,5,Ecommerce,10.0,24,5,0
cust_935,Company_935,pro,1999,2023-05-25,active,12,4,Healthcare,8.3,24,1,3
cust_936,Company_936,growth,799,2023-03-18,active,13,2,Healthcare,2.7,18,8,5
cust_937,Company_937,pro,1999,2023-06-24,active,3,2,Healthcare,7.8,22,7,1
cust_938,Company_938,growth,799,2023-10-13,active,1,5,Ecommerce,3.4,23,1,3
cust_939,Company_939,pro,1999,2023-07-01,active,11,4,Healthcare,7.7,22,5,2
cust_940,Company_940,growth,799,2023-10-18,active,2,2,Finance,5.9,25,7,3
cust_941,Company_941,starter,299,2023-07-20,active,3,2,Healthcare,1.5,18,8,5
cust_942,Company_942,pro,1999,2023-02-17,active,6,5,Ecommerce,0.8,22,8,0
cust_943,Company_943,starter,299,2023-02-05,active,13,2,Finance,6.8,2,8,0
cust_944,Company_944,starter,299,2023-01-06,active,6,4,Healthcare,2.0,3,3,4
cust_945,Company_945,growth,799,2023-02-05,active,13,2,Ecommerce,8.8,9,7,5
cust_946,Company_946,growth,799,2023-03-23,active,20,3,Other,2.4,22,8,2
cust_947,Company_947,starter,299,2023-03-15,churned,15,4,Other,8.2,16,6,4
cust_948,Company_948,pro,1999,2023-08-24,active,15,1,Finance,6.6,29,8,2
cust_949,Company_949,pro,1999,2023-12-31,active,10,2,Healthcare,2.9,28,7,3
cust_950,Company_950,starter,299,2023-12-04,active,6,1,Healthcare,7.1,1,4,1
cust_951,Company_951,starter,299,2023-11-18,active,18,1,Ecommerce,9.1,13,2,2
cust_952,Company_952,starter,299,2023-02-23,active,17,3,Healthcare,4.8,8,4,4
cust_953,Company_953,starter,299,2023-01-14,active,3,4,Healthcare,3.8,12,4,3
cust_954,Company_954,starter,299,2023-05-09,active,4,2,Finance,6.9,14,8,3
cust_955,Company_955,starter,299,2023-10-08,active,22,4,Ecommerce,5.0,8,3,1
cust_956,Company_956,pro,1999,2023-11-07,active,4,1,Other,7.5,5,2,5
cust_957,Company_957,pro,1999,2023-12-13,active,9,3,Ecommerce,2.6,1,4,3
cust_958,Company_958,growth,799,2023-11-22,active,17,1,Healthcare,7.1,14,1,4
cust_959,Company_959,starter,299,2023-07-13,active,7,3,Ecommerce,2.4,0,7,0
cust_960,Company_960,enterprise,4999,2023-06-22,active,7,5,Ecommerce,9.6,3,3,5
cust_961,Company_961,starter,299,2023-08-01,churned,17,3,Finance,5.8,6,4,4
cust_962,Company_962,starter,299,2023-08-08,active,4,1,Finance,3.6,0,7,5
cust_963,Company_963,starter,299,2023-07-19,active,7,1,Finance,6.7,11,1,0
cust_964,Company_964,pro,1999,2023-07-30,active,10,4,SaaS,7.3,25,3,2
cust_965,Company_965,enterprise,4999,2023-11-04,active,11,45,Healthcare,6.9,24,3,2
cust_966,Company_966,starter,299,2023-12-19,active,11,4,SaaS,3.7,19,8,3
cust_967,Company_967,growth,799,2023-04-30,active,17,1,Ecommerce,0.7,24,2,2
cust_968,Company_968,starter,299,2023-08-08,active,8,1,Ecommerce,4.1,9,4,1
cust_969,Company_969,starter,299,2023-11-25,active,2,5,Healthcare,7.5,10,3,2
cust_970,Company_970,starter,299,2023-01-21,active,17,4,Finance,7.6,7,6,2
cust_971,Company_971,starter,299,2023-10-04,active,2,2,Ecommerce,6.3,12,6,1
cust_972,Company_972,growth,799,2023-01-04,active,3,1,Ecommerce,1.0,4,4,1
cust_973,Company_973,starter,299,2023-10-31,active,18,2,Ecommerce,5.3,13,8,2
cust_974,Company_974,starter,299,2023-04-12,active,8,5,Ecommerce,3.4,18,8,5
cust_975,Company_975,starter,299,2023-09-04,active,3,3,Healthcare,4.1,15,8,3
cust_976,Company_976,growth,799,2023-08-10,active,5,4,SaaS,7.7,13,2,2
cust_977,Company_977,growth,799,2023-03-20,active,18,3,Healthcare,4.9,14,5,3
cust_978,Company_978,growth,799,2023-09-04,active,3,4,Ecommerce,2.0,6,1,0
cust_979,Company_979,pro,1999,2023-07-11,active,16,4,Healthcare,9.7,11,7,3
cust_980,Company_980,starter,299,2023-10-29,active,3,1,SaaS,4.2,18,3,1
cust_981,Company_981,pro,1999,2023-05-11,active,24,4,Finance,7.1,20,7,3
cust_982,Company_982,pro,1999,2023-05-05,churned,16,3,SaaS,7.1,20,3,2
cust_983,Company_983,growth,799,2023-12-15,active,5,5,Other,9.5,26,3,0
cust_984,Company_984,starter,299,2023-02-17,active,21,4,Healthcare,7.2,28,2,4
cust_985,Company_985,enterprise,4999,2023-08-05,active,6,17,Finance,5.3,17,7,4
cust_986,Company_986,starter,299,2023-07-30,active,24,1,Other,7.9,11,3,2
cust_987,Company_987,pro,1999,2023-07-23,active,23,2,Healthcare,0.5,2,7,4
cust_988,Company_988,growth,799,2023-05-28,active,24,2,Finance,2.3,4,4,3
cust_989,Company_989,starter,299,2023-02-26,active,15,2,Ecommerce,2.4,23,3,1
cust_990,Company_990,starter,299,2023-07-29,active,15,5,SaaS,8.7,5,2,2
cust_991,Company_991,starter,299,2023-03-05,churned,9,1,Other,2.7,15,2,0
cust_992,Company_992,starter,299,2023-01-04,active,22,1,SaaS,2.5,25,1,3
cust_993,Company_993,growth,799,2023-05-17,active,16,3,Other,4.6,11,6,2
cust_994,Company_994,pro,1999,2023-07-04,active,22,5,SaaS,9.8,27,6,0
cust_995,Company_995,starter,299,2023-12-24,active,13,2,SaaS,6.2,27,5,5
cust_996,Company_996,pro,1999,2023-05-08,active,12,4,Other,4.4,6,1,5
cust_997,Company_997,enterprise,4999,2023-06-14,active,1,3,Finance,6.9,7,8,3
cust_998,Company_998,pro,1999,2023-02-11,active,12,4,SaaS,7.5,9,4,5
cust_999,Company_999,starter,299,2023-09-24,active,19,5,SaaS,1.7,25,2,2
cust_1000,Company_1000,pro,1999,2023-10-08,active,15,4,SaaS,5.1,17,4,1
cust_1001,Company_1001,starter,299,2023-12-04,churned,23,4,SaaS,2.0,29,6,3
cust_1002,Company_1002,pro,1999,2023-04-23,active,24,4,SaaS,6.8,29,8,0
cust_1003,Company_1003,pro,1999,2023-06-20,active,8,5,SaaS,6.6,12,7,5
cust_1004,Company_1004,growth,799,2023-10-15,active,14,2,Finance,1.6,2,2,0
cust_1005,Company_1005,starter,299,2023-10-31,active,7,1,Other,4.0,27,6,3
cust_1006,Company_1006,growth,799,2023-01-01,churned,10,5,Ecommerce,8.5,13,6,2
cust_1007,Company_1007,pro,1999,2023-03-06,active,17,5,Ecommerce,1.5,0,8,2
cust_1008,Company_1008,starter,299,2023-06-01,active,8,4,Ecommerce,6.2,4,1,4
cust_1009,Company_1009,starter,299,2023-09-15,churned,23,5,Healthcare,6.5,6,8,2
cust_1010,Company_1010,pro,1999,2023-07-12,active,2,3,Ecommerce,8.4,6,4,5
cust_1011,Company_1011,pro,1999,2023-04-02,active,16,3,Ecommerce,9.9,17,7,2
cust_1012,Company_1012,growth,799,2023-08-31,active,12,4,SaaS,5.5,9,5,5
cust_1013,Company_1013,enterprise,4999,2023-12-25,active,18,9,Finance,7.6,18,1,5
cust_1014,Company_1014,starter,299,2023-12-02,active,6,4,Healthcare,3.3,4,4,1
cust_1015,Company_1015,pro,1999,2023-04-11,active,24,3,Other,1.5,25,3,3
cust_1016,Company_1016,enterprise,4999,2023-08-07,active,22,4,SaaS,3.9,15,3,0
cust_1017,Company_1017,starter,299,2023-09-21,active,21,4,Ecommerce,6.5,12,4,0
cust_1018,Company_1018,starter,299,2023-07-23,active,16,5,Ecommerce,6.7,12,2,3
cust_1019,Company_1019,pro,1999,2023-11-29,active,13,4,Finance,0.6,3,2,0
cust_1020,Company_1020,growth,799,2023-12-09,active,17,5,Other,9.9,15,5,5
cust_1021,Company_1021,pro,1999,2023-10-31,active,6,4,Finance,5.9,3,6,0
cust_1022,Company_1022,pro,1999,2023-10-03,active,6,1,Healthcare,5.8,17,8,0
cust_1023,Company_1023,growth,799,2023-10-27,active,18,1,Ecommerce,9.7,28,2,1
cust_1024,Company_1024,pro,1999,2023-12-22,churned,6,4,Finance,1.7,4,4,5
cust_1025,Company_1025,starter,299,2023-10-15,active,9,1,SaaS,9.8,16,5,2
cust_1026,Company_1026,enterprise,4999,2023-03-29,active,14,43,SaaS,2.9,1,5,5
cust_1027,Company_1027,growth,799,2023-03-13,active,19,3,Other,9.2,11,4,5
cust_1028,Company_1028,starter,299,2023-01-23,churned,8,2,Finance,8.6,6,3,4
cust_1029,Company_1029,growth,799,2023-10-30,active,12,5,Healthcare,1.2,8,5,3
cust_1030,Company_1030,growth,799,2023-03-25,active,13,3,Healthcare,9.4,4,4,0
cust_1031,Company_1031,growth,799,2023-05-18,active,21,2,Finance,5.9,20,3,3
cust_1032,Company_1032,pro,1999,2023-06-11,active,14,5,Ecommerce,1.2,3,2,5
cust_1033,Company_1033,growth,799,2023-02-03,active,11,3,Finance,7.9,4,4,2
cust_1034,Company_1034,starter,299,2023-07-13,active,8,1,SaaS,2.2,23,5,4
cust_1035,Company_1035,pro,1999,2023-09-08,active,4,5,Finance,5.7,19,2,0
cust_1036,Company_1036,starter,299,2023-07-19,active,6,5,Other,6.1,27,7,3
cust_1037,Company_1037,growth,799,2023-05-13,active,1,2,Ecommerce,1.9,18,5,0
cust_1038,Company_1038,enterprise,4999,2023-11-24,active,12,16,Other,4.5,14,3,3
cust_1039,Company_1039,enterprise,4999,2023-08-28,active,17,28,Other,9.4,28,4,2
cust_1040,Company_1040,growth,799,2023-02-14,active,10,3,SaaS,6.5,2,4,0
cust_1041,Company_1041,starter,299,2023-01-30,active,3,5,Healthcare,8.2,0,7,5
cust_1042,Company_1042,growth,799,2023-03-11,active,16,5,SaaS,4.4,19,4,5
cust_1043,Company_1043,starter,299,2023-08-06,active,23,3,Ecommerce,9.9,21,1,4
cust_1044,Company_1044,growth,799,2023-03-28,active,22,5,Ecommerce,2.2,11,3,4
cust_1045,Company_1045,starter,299,2023-01-27,active,14,2,Finance,9.7,10,4,4
cust_1046,Company_1046,pro,1999,2023-03-02,active,10,3,Finance,2.5,23,7,1
cust_1047,Company_1047,enterprise,4999,2023-11-26,active,17,3,Healthcare,9.0,27,8,0
cust_1048,Company_1048,starter,299,2023-11-12,active,15,3,SaaS,0.5,28,3,3
cust_1049,Company_1049,starter,299,2023-02-21,active,14,1,Other,5.4,4,7,0
cust_1050,Company_1050,enterprise,4999,2023-01-04,active,5,17,Ecommerce,5.0,11,5,2
cust_1051,Company_1051,growth,799,2023-04-04,active,18,1,Healthcare,6.7,14,3,1
cust_1052,Company_1052,starter,299,2023-08-11,active,1,2,SaaS,2.3,1,3,3
cust_1053,Company_1053,growth,799,2023-06-19,active,2,2,Healthcare,9.6,8,2,3
cust_1054,Company_1054,growth,799,2023-09-11,active,22,3,Healthcare,5.3,29,7,1
cust_1055,Company_1055,starter,299,2023-02-25,churned,1,3,Other,0.6,21,4,0
cust_1056,Company_1056,growth,799,2023-06-25,active,14,1,Healthcare,5.1,9,8,0
cust_1057,Company_1057,pro,1999,2023-05-07,active,20,5,Ecommerce,2.9,24,2,2
cust_1058,Company_1058,enterprise,4999,2023-05-07,active,22,13,Healthcare,7.2,25,2,5
cust_1059,Company_1059,pro,1999,2023-11-09,active,6,5,Ecommerce,2.7,4,7,0
cust_1060,Company_1060,starter,299,2023-04-09,active,5,5,Ecommerce,1.4,1,7,3
cust_1061,Company_1061,growth,799,2023-12-25,active,21,2,Finance,4.5,1,7,5
cust_1062,Company_1062,starter,299,2023-02-26,active,9,3,Healthcare,2.8,28,1,1
cust_1063,Company_1063,starter,299,2023-01-27,active,22,2,Finance,5.0,29,2,3
cust_1064,Company_1064,starter,299,2023-09-09,active,12,1,SaaS,6.9,21,3,2
cust_1065,Company_1065,starter,299,2023-07-05,active,24,5,Other,4.0,20,5,1
cust_1066,Company_1066,growth,799,2023-02-14,active,4,5,SaaS,0.9,30,4,1
cust_1067,Company_1067,pro,1999,2023-02-20,active,3,5,Finance,3.4,15,4,4
cust_1068,Company_1068,pro,1999,2023-01-23,active,5,5,Finance,9.0,24,6,2
cust_1069,Company_1069,growth,799,2023-03-02,churned,14,4,Other,9.3,16,1,1
cust_1070,Company_1070,growth,799,2023-12-23,active,5,5,SaaS,8.0,22,4,5
cust_1071,Company_1071,pro,1999,2023-09-11,active,22,5,SaaS,2.1,24,7,4
cust_1072,Company_1072,pro,1999,2023-07-25,active,20,2,SaaS,2.0,6,1,4
cust_1073,Company_1073,growth,799,2023-12-29,active,24,3,Ecommerce,3.3,8,2,1
cust_1074,Company_1074,starter,299,2023-10-01,active,8,2,Finance,9.3,8,1,5
cust_1075,Company_1075,enterprise,4999,2023-04-18,active,18,42,Finance,6.5,11,6,0
cust_1076,Company_1076,enterprise,4999,2023-10-09,active,9,27,Other,3.3,1,1,2
cust_1077,Company_1077,starter,299,2023-05-24,active,6,1,Other,6.7,27,2,5
cust_1078,Company_1078,pro,1999,2023-07-15,active,21,5,Other,2.5,14,4,2
cust_1079,Company_1079,starter,299,2023-10-25,active,21,4,Ecommerce,4.7,23,7,2
cust_1080,Company_1080,starter,299,2023-09-03,active,3,4,Ecommerce,8.2,5,4,4
cust_1081,Company_1081,growth,799,2023-04-03,active,21,3,Ecommerce,8.9,26,7,5
cust_1082,Company_1082,growth,799,2023-02-05,churned,5,2,Healthcare,9.1,12,2,5
cust_1083,Company_1083,growth,799,2023-01-07,active,20,4,SaaS,1.5,0,1,1
cust_1084,Company_1084,starter,299,2023-02-12,churned,9,5,SaaS,8.0,0,2,4
cust_1085,Company_1085,pro,1999,2023-06-23,active,23,2,Healthcare,7.7,28,8,1
cust_1086,Company_1086,starter,299,2023-09-03,active,5,5,Finance,6.5,3,1,0
cust_1087,Company_1087,starter,299,2023-06-01,active,4,4,Ecommerce,0.5,7,1,1
cust_1088,Company_1088,growth,799,2023-03-17,active,12,2,Healthcare,7.0,22,2,3
cust_1089,Company_1089,starter,299,2023-02-26,churned,8,3,Finance,1.2,10,2,2
cust_1090,Company_1090,enterprise,4999,2023-02-13,active,2,12,Healthcare,5.5,19,3,5
cust_1091,Company_1091,growth,799,2023-12-08,active,22,3,Finance,8.8,8,8,5
cust_1092,Company_1092,starter,299,2023-05-16,active,23,1,Ecommerce,7.9,4,6,1
cust_1093,Company_1093,starter,299,2023-09-02,churned,3,4,Finance,1.9,10,3,1
cust_1094,Company_1094,pro,1999,2023-06-30,active,11,4,Healthcare,6.2,20,6,1
cust_1095,Company_1095,pro,1999,2023-12-01,active,8,5,Healthcare,5.6,15,4,3
cust_1096,Company_1096,starter,299,2023-08-04,active,17,2,SaaS,2.7,0,4,0
cust_1097,Company_1097,starter,299,2023-08-31,active,5,1,Finance,3.9,27,3,2
cust_1098,Company_1098,growth,799,2023-10-10,active,14,2,SaaS,7.6,3,3,3
cust_1099,Company_1099,pro,1999,2023-12-23,active,14,1,Other,1.2,26,3,0
cust_1100,Company_1100,starter,299,2023-03-14,active,3,1,Other,8.4,13,3,1
cust_1101,Company_1101,growth,799,2023-03-13,active,24,3,Healthcare,4.4,10,8,5
cust_1102,Company_1102,growth,799,2023-05-27,active,4,1,Other,7.6,16,3,0
cust_1103,Company_1103,starter,299,2023-08-05,active,22,4,Other,7.3,8,5,5
cust_1104,Company_1104,starter,299,2023-03-22,active,9,5,Healthcare,9.8,4,4,3
cust_1105,Company_1105,growth,799,2023-04-23,active,13,5,Other,8.5,26,8,3
cust_1106,Company_1106,starter,299,2023-11-25,active,13,2,SaaS,8.1,20,7,1
cust_1107,Company_1107,starter,299,2023-02-23,active,3,3,SaaS,2.8,5,2,0
cust_1108,Company_1108,starter,299,2023-01-06,active,10,2,SaaS,2.8,2,1,4
cust_1109,Company_1109,enterprise,4999,2023-09-05,active,2,6,Finance,0.6,11,5,3
cust_1110,Company_1110,growth,799,2023-06-11,active,13,2,SaaS,3.6,28,2,4
cust_1111,Company_1111,pro,1999,2023-03-18,active,1,4,Healthcare,6.1,27,1,2
cust_1112,Company_1112,starter,299,2023-12-16,churned,15,1,Ecommerce,8.9,25,3,5
cust_1113,Company_1113,starter,299,2023-09-14,active,17,5,Other,9.3,10,8,1
cust_1114,Company_1114,starter,299,2023-07-04,active,20,4,SaaS,9.0,24,7,1
cust_1115,Company_1115,starter,299,2023-11-09,churned,20,2,Other,6.5,15,2,0
cust_1116,Company_1116,starter,299,2023-06-08,active,18,1,Healthcare,1.4,10,3,2
cust_1117,Company_1117,starter,299,2023-05-24,active,19,1,SaaS,2.2,24,8,2
cust_1118,Company_1118,enterprise,4999,2023-05-12,active,15,9,SaaS,9.7,15,1,2
cust_1119,Company_1119,pro,1999,2023-07-25,active,14,2,Healthcare,4.0,27,6,2
cust_1120,Company_1120,starter,299,2023-07-31,active,17,1,Other,9.8,1,4,5
cust_1121,Company_1121,pro,1999,2023-01-05,active,5,3,Healthcare,2.0,12,2,1
cust_1122,Company_1122,starter,299,2023-08-25,churned,22,4,Healthcare,6.6,28,8,0
cust_1123,Company_1123,starter,299,2023-02-25,active,13,2,Healthcare,3.6,10,6,4
cust_1124,Company_1124,growth,799,2023-12-26,active,24,3,Healthcare,0.9,4,8,1
cust_1125,Company_1125,growth,799,2023-06-13,churned,19,5,Healthcare,1.1,25,6,3
