customer_id,company_name,plan,mrr,start_date,status,tenure_months,seats,industry,avg_dau,login_days_30,features_used,support_tickets,plan_encoded,churned,churn_probability,health_score,health_status
cust_481,Company_481,starter,299,2023-05-16,active,12,2,Other,9.1,11,7,3,0,0,0.0939926368404964,71.5,At Risk
cust_482,Company_482,enterprise,4999,2023-01-24,active,2,21,SaaS,7.2,16,5,5,3,0,0.0441134192046943,53.2,At Risk
cust_483,Company_483,starter,299,2023-10-06,active,19,4,Finance,6.1,28,2,4,0,0,0.1295857642938088,65.0,At Risk
cust_484,Company_484,starter,299,2023-04-25,active,17,3,Healthcare,8.0,28,1,4,0,0,0.1041401488029355,60.0,At Risk
cust_485,Company_485,pro,1999,2023-08-14,active,6,5,Finance,2.5,5,3,2,2,0,0.072185743361488,45.0,Critical
cust_486,Company_486,growth,799,2023-03-02,active,22,3,SaaS,5.1,15,8,1,1,0,0.072638579037379,87.5,Healthy
cust_487,Company_487,growth,799,2023-11-28,churned,14,1,Ecommerce,5.9,5,3,5,1,1,0.099130550915355,,
cust_488,Company_488,growth,799,2023-10-21,churned,5,3,Ecommerce,5.4,12,1,5,1,1,0.0886982191668465,,
cust_489,Company_489,pro,1999,2023-05-26,active,3,5,Healthcare,8.7,5,4,3,2,0,0.0680059934899382,38.8,Critical
cust_490,Company_490,growth,799,2023-10-26,active,6,5,Finance,2.1,21,6,3,1,0,0.1147356773806505,72.5,At Risk
cust_491,Company_491,growth,799,2023-02-05,active,8,2,SaaS,0.7,16,7,1,1,0,0.1339401048483247,80.7,Healthy
cust_492,Company_492,growth,799,2023-04-01,active,16,5,SaaS,8.8,17,2,0,1,0,0.0797344180161458,80.5,Healthy
cust_493,Company_493,growth,799,2023-03-08,active,20,1,Healthcare,5.5,11,1,5,1,0,0.0892354815758955,46.5,Critical
cust_494,Company_494,growth,799,2023-04-28,active,16,4,Finance,6.1,23,2,3,1,0,0.0684199601873371,70.0,At Risk
cust_495,Company_495,starter,299,2023-09-02,active,8,1,Finance,6.2,17,7,2,0,0,0.1011779483516935,77.2,Healthy
cust_496,Company_496,starter,299,2023-12-30,active,24,5,Other,1.6,0,7,5,0,0,0.1505199832638648,50.0,At Risk
cust_497,Company_497,starter,299,2023-06-11,active,14,2,Healthcare,6.7,8,5,4,0,0,0.079834785087123,62.0,At Risk
cust_498,Company_498,growth,799,2023-07-07,active,20,4,Ecommerce,4.4,25,8,1,1,0,0.071705623002764,95.0,Healthy
cust_499,Company_499,starter,299,2023-10-12,active,16,3,Other,3.8,22,7,5,0,0,0.1485359482235341,80.0,Healthy
cust_500,Company_500,starter,299,2023-12-04,active,4,4,Ecommerce,1.5,16,7,2,0,0,0.1797639513224215,67.3,At Risk
cust_501,Company_501,pro,1999,2023-11-11,active,23,1,Ecommerce,4.2,20,1,0,2,0,0.0444160567151582,80.0,Healthy
cust_502,Company_502,pro,1999,2023-08-30,active,20,1,Finance,2.6,2,1,5,2,0,0.0713331005457888,33.0,Critical
cust_503,Company_503,starter,299,2023-07-25,active,20,3,Other,1.0,24,3,5,0,0,0.2019155632606448,70.0,At Risk
cust_504,Company_504,growth,799,2023-01-06,active,7,5,Finance,2.4,25,4,4,1,0,0.0832811144507861,64.6,At Risk
cust_505,Company_505,starter,299,2023-01-19,active,12,1,Ecommerce,1.3,8,7,2,0,0,0.1368678087252275,72.0,At Risk
cust_506,Company_506,growth,799,2023-07-27,active,19,1,SaaS,9.2,17,5,5,1,0,0.0586464275745543,75.5,Healthy
cust_507,Company_507,pro,1999,2023-10-26,active,12,3,Ecommerce,6.3,6,8,3,2,0,0.0553497531830703,64.0,At Risk
cust_508,Company_508,growth,799,2023-05-14,active,6,1,Other,1.2,9,6,0,1,0,0.1560078272127055,71.0,At Risk
cust_509,Company_509,pro,1999,2023-05-12,active,18,5,Finance,7.1,30,7,4,2,0,0.0641754540163558,80.0,Healthy
cust_510,Company_510,growth,799,2023-05-05,active,11,4,Healthcare,9.0,27,1,3,1,0,0.0617834579476274,62.9,At Risk
cust_511,Company_511,starter,299,2023-02-04,active,13,2,Ecommerce,8.1,13,6,4,0,0,0.0824189011784699,69.5,At Risk
cust_512,Company_512,growth,799,2023-12-25,active,9,1,Healthcare,6.9,26,6,0,1,0,0.0871344943495716,93.8,Healthy
cust_513,Company_513,growth,799,2023-04-02,active,16,2,Other,3.1,30,4,3,1,0,0.0725321376556426,80.0,Healthy
cust_514,Company_514,pro,1999,2023-05-01,active,24,3,Ecommerce,2.7,26,4,4,2,0,0.0520231724758226,75.0,Healthy
cust_515,Company_515,starter,299,2023-02-24,active,4,4,Other,0.6,27,1,3,0,0,0.2155637511772531,48.3,Critical
cust_516,Company_516,starter,299,2023-06-11,active,16,5,Finance,5.2,24,5,3,0,0,0.1495311435227031,85.0,Healthy
cust_517,Company_517,starter,299,2023-10-23,churned,5,4,Healthcare,9.4,1,6,3,0,1,0.1443737878447931,,
cust_518,Company_518,pro,1999,2023-03-31,active,15,5,Healthcare,3.5,0,1,5,2,0,0.056688865490236,30.0,Critical
cust_519,Company_519,starter,299,2023-10-25,active,4,5,Finance,2.3,8,4,2,0,0,0.1224043588484033,50.3,At Risk
cust_520,Company_520,growth,799,2023-11-10,active,11,4,Healthcare,2.5,22,6,2,1,0,0.086533646078377,87.9,Healthy
cust_521,Company_521,pro,1999,2023-05-24,active,15,2,Other,7.0,26,2,5,2,0,0.0428139926018498,65.0,At Risk
cust_522,Company_522,starter,299,2023-05-01,active,18,4,Ecommerce,1.9,30,3,3,0,0,0.1714803674968368,75.0,Healthy
cust_523,Company_523,pro,1999,2023-04-01,active,14,5,Other,7.3,25,8,2,2,0,0.0373260933224528,90.0,Healthy
cust_524,Company_524,starter,299,2023-10-18,active,2,2,SaaS,2.5,8,8,5,0,0,0.130544767363326,41.2,Critical
cust_525,Company_525,starter,299,2023-06-21,active,9,5,Other,9.4,8,6,0,0,0,0.0930535761585734,75.8,Healthy
cust_526,Company_526,growth,799,2023-06-29,active,22,2,Other,6.0,20,3,2,1,0,0.0749998024611054,80.0,Healthy
cust_527,Company_527,starter,299,2023-12-11,active,17,4,SaaS,4.1,9,8,5,0,0,0.1160323913407792,63.5,At Risk
cust_528,Company_528,enterprise,4999,2023-03-27,active,21,22,Healthcare,6.5,18,7,0,3,0,0.0406317066886469,97.0,Healthy
cust_529,Company_529,starter,299,2023-06-25,active,8,3,Finance,6.3,12,5,3,0,0,0.0842811511460397,64.7,At Risk
cust_530,Company_530,pro,1999,2023-07-05,active,24,4,Healthcare,2.1,27,1,1,2,0,0.0312967326236107,75.0,Healthy
cust_531,Company_531,pro,1999,2023-12-05,active,9,1,Ecommerce,2.1,3,2,0,2,0,0.0464063006711028,53.3,At Risk
cust_532,Company_532,enterprise,4999,2023-08-31,active,18,50,Healthcare,5.5,2,2,2,3,0,0.034100435631466,48.0,Critical
cust_533,Company_533,growth,799,2023-02-13,active,21,4,Finance,2.7,23,5,3,1,0,0.0746911622959572,85.0,Healthy
cust_534,Company_534,growth,799,2023-03-09,active,17,1,SaaS,6.8,27,6,3,1,0,0.0821057452392577,85.0,Healthy
cust_535,Company_535,growth,799,2023-10-04,active,9,2,Other,2.2,19,8,5,1,0,0.097565359012797,72.3,At Risk
cust_536,Company_536,pro,1999,2023-10-16,active,14,5,Finance,9.1,15,4,0,2,0,0.0459838739495602,87.5,Healthy
cust_537,Company_537,growth,799,2023-07-07,active,14,3,SaaS,0.5,26,3,2,1,0,0.1111761191266883,80.0,Healthy
cust_538,Company_538,starter,299,2023-10-01,active,1,4,Healthcare,3.3,24,7,2,0,0,0.1357636998661729,67.1,At Risk
cust_539,Company_539,growth,799,2023-01-04,active,18,4,Other,4.7,7,3,5,1,0,0.0837835618875732,50.5,At Risk
cust_540,Company_540,pro,1999,2023-07-19,active,13,1,Healthcare,6.4,16,5,2,2,0,0.0562563482148113,84.0,Healthy
cust_541,Company_541,growth,799,2023-09-30,active,9,1,Ecommerce,1.8,3,8,4,1,0,0.1270900983104243,48.3,Critical
cust_542,Company_542,growth,799,2023-12-25,active,20,3,SaaS,1.9,17,1,1,1,0,0.0905234403536336,70.5,At Risk
cust_543,Company_543,enterprise,4999,2023-05-25,active,9,29,SaaS,2.7,4,1,3,3,0,0.0471188985434155,34.8,Critical
cust_544,Company_544,starter,299,2023-08-04,active,10,4,Finance,4.9,25,1,2,0,0,0.188692097398839,65.8,At Risk
cust_545,Company_545,starter,299,2023-03-16,active,2,4,SaaS,5.7,5,4,2,0,0,0.110762234902086,41.7,Critical
cust_546,Company_546,pro,1999,2023-01-07,active,4,2,Healthcare,7.8,14,4,5,2,0,0.05204572127014,49.3,Critical
cust_547,Company_547,enterprise,4999,2023-04-12,active,15,7,Other,6.8,6,8,3,3,0,0.0368820789053272,64.0,At Risk
cust_548,Company_548,growth,799,2023-06-09,active,11,1,Other,5.4,8,8,5,1,0,0.0745399525836137,59.9,At Risk
cust_549,Company_549,starter,299,2023-07-04,active,2,2,SaaS,2.7,13,6,0,0,0,0.1636241752635294,68.7,At Risk
cust_550,Company_550,starter,299,2023-05-22,churned,19,2,SaaS,9.7,18,8,5,0,1,0.1502096938169012,,
cust_551,Company_551,growth,799,2023-07-10,active,3,4,SaaS,7.0,10,1,0,1,0,0.0642240920464573,46.3,Critical
cust_552,Company_552,starter,299,2023-03-20,active,23,1,Ecommerce,5.1,10,6,3,0,0,0.1270338603576141,70.0,At Risk
cust_553,Company_553,pro,1999,2023-01-11,active,23,2,Finance,9.0,15,8,4,2,0,0.0423551334174638,72.5,At Risk
cust_554,Company_554,starter,299,2023-12-23,active,16,2,Other,3.8,23,8,2,0,0,0.1471415407284478,90.0,Healthy
cust_555,Company_555,pro,1999,2023-11-03,active,18,5,Ecommerce,4.8,26,5,4,2,0,0.0464237550555449,80.0,Healthy
cust_556,Company_556,starter,299,2023-01-01,active,21,2,SaaS,6.4,11,4,2,0,0,0.0974479765385396,71.5,At Risk
cust_557,Company_557,pro,1999,2023-12-04,active,18,2,Other,7.0,24,3,4,2,0,0.0470692242378544,70.0,At Risk
cust_558,Company_558,starter,299,2023-07-29,active,21,1,Other,6.8,1,3,1,0,0,0.0849925672786889,56.5,At Risk
cust_559,Company_559,pro,1999,2023-04-14,active,4,1,SaaS,5.9,26,7,5,2,0,0.0617666560875959,63.3,At Risk
cust_560,Company_560,growth,799,2023-11-16,active,23,1,Finance,2.6,22,2,0,1,0,0.0752415023570366,85.0,Healthy
cust_561,Company_561,enterprise,4999,2023-04-17,active,21,6,Healthcare,8.1,1,6,4,3,0,0.0305485386027358,51.5,At Risk
cust_562,Company_562,pro,1999,2023-08-01,active,12,1,Other,3.0,1,2,2,2,0,0.0418215981187181,46.5,Critical
cust_563,Company_563,starter,299,2023-04-21,churned,17,2,Other,4.2,6,4,4,0,1,0.1345782673150486,,
cust_564,Company_564,growth,799,2023-04-02,active,18,4,SaaS,7.8,18,6,5,1,0,0.0575736609143833,77.0,Healthy
cust_565,Company_565,growth,799,2023-12-07,active,14,2,Ecommerce,5.7,16,6,5,1,0,0.0723891064535258,74.0,At Risk
cust_566,Company_566,starter,299,2023-11-04,active,15,3,Other,9.9,10,6,3,0,0,0.1002422768425212,70.0,At Risk
cust_567,Company_567,pro,1999,2023-08-09,active,24,2,Other,5.7,12,5,2,2,0,0.0556873428400889,78.0,Healthy
cust_568,Company_568,enterprise,4999,2023-08-18,churned,13,3,Finance,6.2,16,3,2,3,1,0.0656895565550218,,
cust_569,Company_569,starter,299,2023-04-24,active,7,1,Finance,9.2,16,3,0,0,0,0.1103079544380639,73.6,At Risk
cust_570,Company_570,starter,299,2023-07-02,churned,5,3,Other,2.9,8,5,0,0,1,0.1233992985879775,,
cust_571,Company_571,growth,799,2023-10-19,active,7,3,Healthcare,2.1,26,2,4,1,0,0.0946185721314352,54.6,At Risk
cust_572,Company_572,growth,799,2023-01-20,active,24,4,SaaS,7.9,29,6,2,1,0,0.0642933883691979,90.0,Healthy
cust_573,Company_573,pro,1999,2023-08-11,active,14,1,Ecommerce,7.6,27,1,5,2,0,0.0382002551685125,60.0,At Risk
cust_574,Company_574,pro,1999,2023-07-15,active,2,1,Finance,5.6,4,6,4,2,0,0.0619513810950238,35.2,Critical
cust_575,Company_575,growth,799,2023-03-20,active,2,4,Healthcare,7.7,18,2,1,1,0,0.062119587672014,56.2,At Risk
cust_576,Company_576,growth,799,2023-07-21,active,5,1,Healthcare,5.9,1,7,2,1,0,0.0999121008744224,46.9,Critical
cust_577,Company_577,starter,299,2023-09-14,active,14,2,Ecommerce,5.1,6,8,3,0,0,0.1100495567990593,64.0,At Risk
cust_578,Company_578,growth,799,2023-04-11,active,18,5,Ecommerce,2.8,8,7,2,1,0,0.0971044161612891,72.0,At Risk
cust_579,Company_579,growth,799,2023-10-22,active,3,4,Healthcare,4.0,6,6,2,1,0,0.0933365183062895,50.3,At Risk
cust_580,Company_580,growth,799,2023-01-13,active,10,3,Other,8.3,25,8,4,1,0,0.0488159671445601,75.8,Healthy
cust_581,Company_581,starter,299,2023-01-23,active,8,3,Ecommerce,7.7,27,2,0,0,0,0.1077840220347529,76.7,Healthy
cust_582,Company_582,pro,1999,2023-05-05,active,20,3,SaaS,3.8,25,2,2,2,0,0.03987847082179,75.0,Healthy
cust_583,Company_583,growth,799,2023-01-12,active,11,5,Ecommerce,2.4,16,5,4,1,0,0.08895308692148,71.9,At Risk
cust_584,Company_584,growth,799,2023-03-14,active,23,1,Healthcare,6.0,21,1,2,1,0,0.0619491696948241,70.0,At Risk
cust_585,Company_585,starter,299,2023-05-26,active,7,5,Finance,1.0,20,1,0,0,0,0.2639824809537457,69.6,At Risk
cust_586,Company_586,starter,299,2023-05-19,active,22,3,SaaS,0.7,27,7,1,0,0,0.2297846431130473,95.0,Healthy
cust_587,Company_587,enterprise,4999,2023-09-18,active,23,21,Healthcare,8.7,17,2,1,3,0,0.0464244623604336,75.5,Healthy
cust_588,Company_588,starter,299,2023-08-23,active,18,1,SaaS,2.9,16,5,2,0,0,0.1422736336573107,84.0,Healthy
cust_589,Company_589,growth,799,2023-03-22,active,1,3,Finance,6.4,7,5,0,1,0,0.0856151567440436,57.6,At Risk
cust_590,Company_590,growth,799,2023-07-18,active,1,3,Ecommerce,1.9,28,7,5,1,0,0.1177236713462163,57.1,At Risk
cust_591,Company_591,starter,299,2023-07-15,active,17,5,Ecommerce,4.5,18,3,3,0,0,0.1534820360633611,72.0,At Risk
cust_592,Company_592,enterprise,4999,2023-11-06,active,11,9,Ecommerce,6.7,18,4,1,3,0,0.0492585294536173,84.9,Healthy
cust_593,Company_593,starter,299,2023-12-28,active,17,4,Ecommerce,6.7,18,3,2,0,0,0.0987243854339499,77.0,Healthy
cust_594,Company_594,starter,299,2023-09-30,churned,24,3,Ecommerce,7.4,24,6,3,0,1,0.1397379682968057,,
cust_595,Company_595,enterprise,4999,2023-06-05,active,15,41,Finance,1.9,6,2,1,3,0,0.0322282338254218,59.0,At Risk
cust_596,Company_596,starter,299,2023-11-10,active,20,5,Other,2.7,7,4,5,0,0,0.1436104425857844,55.5,At Risk
cust_597,Company_597,starter,299,2023-02-10,active,23,2,Other,8.5,15,6,1,0,0,0.1212807132199098,87.5,Healthy
cust_598,Company_598,pro,1999,2023-09-09,active,16,2,Ecommerce,0.8,24,1,2,2,0,0.0390803286084998,70.0,At Risk
cust_599,Company_599,enterprise,4999,2023-04-24,active,24,13,Ecommerce,1.1,29,8,4,3,0,0.0560990546636257,80.0,Healthy
cust_600,Company_600,growth,799,2023-06-16,active,15,4,Healthcare,7.9,19,7,5,1,0,0.0627121976424211,78.5,Healthy
cust_601,Company_601,starter,299,2023-11-10,active,24,5,Other,6.6,22,1,4,0,0,0.1468091617654232,60.0,At Risk
cust_602,Company_602,starter,299,2023-08-22,active,2,2,Other,5.6,23,1,4,0,0,0.1798891403174005,39.2,Critical
cust_603,Company_603,starter,299,2023-11-19,active,2,4,Healthcare,8.9,24,5,3,0,0,0.0973275758918649,64.2,At Risk
cust_604,Company_604,starter,299,2023-05-31,active,20,5,Ecommerce,4.9,20,8,0,0,0,0.1978613768560997,100.0,Healthy
cust_605,Company_605,pro,1999,2023-02-27,active,6,5,Ecommerce,4.2,10,8,0,2,0,0.0469131089084155,72.5,At Risk
cust_606,Company_606,starter,299,2023-10-30,active,23,4,SaaS,2.9,22,3,5,0,0,0.1632934002365087,70.0,At Risk
cust_607,Company_607,pro,1999,2023-02-16,active,4,3,SaaS,5.5,12,3,3,2,0,0.0664450228378321,46.3,Critical
cust_608,Company_608,growth,799,2023-01-23,active,6,5,Ecommerce,2.0,4,3,5,1,0,0.1158715624818566,33.5,Critical
cust_609,Company_609,starter,299,2023-06-07,active,10,4,Finance,6.5,3,3,1,0,0,0.0893992817480081,55.3,At Risk
cust_610,Company_610,starter,299,2023-05-10,active,1,4,Other,8.2,19,8,1,0,0,0.0991346185102262,70.6,At Risk
cust_611,Company_611,starter,299,2023-12-04,active,16,4,SaaS,6.2,0,4,4,0,0,0.1699001367678697,45.0,Critical
cust_612,Company_612,starter,299,2023-11-18,active,18,2,SaaS,2.3,1,6,0,0,0,0.1280891449822442,71.5,At Risk
cust_613,Company_613,starter,299,2023-01-17,active,22,5,Finance,3.6,2,1,0,0,0,0.1451621489257002,53.0,At Risk
cust_614,Company_614,growth,799,2023-04-02,active,6,5,Other,5.9,17,3,3,1,0,0.0685313589647341,58.0,At Risk
cust_615,Company_615,pro,1999,2023-07-04,active,2,3,Finance,4.0,12,2,3,2,0,0.0440787885365415,37.2,Critical
cust_616,Company_616,pro,1999,2023-02-03,active,10,1,Finance,3.6,13,4,5,2,0,0.062281407369173,60.3,At Risk
cust_617,Company_617,starter,299,2023-01-30,active,4,5,SaaS,5.1,22,5,3,0,0,0.1285155535358059,68.3,At Risk
cust_618,Company_618,growth,799,2023-06-12,active,9,5,Finance,9.3,19,8,4,1,0,0.0568548570532331,72.3,At Risk
cust_619,Company_619,pro,1999,2023-09-12,active,16,5,Ecommerce,7.2,6,1,0,2,0,0.048552789747024,59.0,At Risk
cust_620,Company_620,starter,299,2023-11-17,active,4,2,Other,10.0,13,1,2,0,0,0.1160463501362213,42.8,Critical
cust_621,Company_621,starter,299,2023-11-23,churned,7,2,Finance,2.9,2,5,2,0,1,0.1221942743464761,,
cust_622,Company_622,growth,799,2023-06-15,active,1,3,Finance,4.3,18,1,1,1,0,0.080405308307175,49.1,Critical
cust_623,Company_623,starter,299,2023-06-23,active,22,4,SaaS,6.6,15,3,5,0,0,0.1081023119013391,62.5,At Risk
cust_624,Company_624,growth,799,2023-10-02,active,11,4,SaaS,8.4,9,6,4,1,0,0.0624378117537736,61.4,At Risk
cust_625,Company_625,growth,799,2023-04-17,active,19,3,SaaS,9.7,8,1,2,1,0,0.0614239493893481,52.0,At Risk
cust_626,Company_626,enterprise,4999,2023-11-17,active,18,37,Other,4.2,19,2,2,3,0,0.0357053023459528,73.5,At Risk
cust_627,Company_627,pro,1999,2023-06-11,churned,23,4,SaaS,5.2,7,6,3,2,1,0.073847237777042,,
cust_628,Company_628,pro,1999,2023-06-04,active,7,2,SaaS,4.1,1,4,0,2,0,0.0505006925489867,56.1,At Risk
cust_629,Company_629,growth,799,2023-01-13,active,16,2,Ecommerce,3.7,15,5,2,1,0,0.078294186754611,82.5,Healthy
cust_630,Company_630,starter,299,2023-02-20,active,17,2,Ecommerce,7.4,14,7,5,0,0,0.1002050814426937,71.0,At Risk
cust_631,Company_631,pro,1999,2023-03-01,active,1,1,Other,8.8,10,8,0,2,0,0.102220692458924,62.1,At Risk
cust_632,Company_632,starter,299,2023-12-04,active,24,5,Finance,6.6,6,6,1,0,0,0.1120509868926458,74.0,At Risk
cust_633,Company_633,starter,299,2023-05-22,active,18,4,SaaS,3.1,5,5,0,0,0,0.1274466037221137,77.5,Healthy
cust_634,Company_634,starter,299,2023-11-15,active,18,2,Other,3.8,10,5,1,0,0,0.1260836444668361,80.0,Healthy
cust_635,Company_635,enterprise,4999,2023-05-26,active,19,5,Finance,6.3,10,8,0,3,0,0.0392008481531424,85.0,Healthy
cust_636,Company_636,starter,299,2023-08-30,churned,22,4,SaaS,1.3,12,3,5,0,1,0.1570324586045265,,
cust_637,Company_637,growth,799,2023-10-31,active,21,4,Other,3.9,10,4,5,1,0,0.0799178786332457,60.0,At Risk
cust_638,Company_638,pro,1999,2023-10-01,active,3,4,Other,1.8,26,8,0,2,0,0.075748813921567,81.3,Healthy
cust_639,Company_639,growth,799,2023-12-17,active,21,4,Healthcare,2.7,7,3,4,1,0,0.0831439388485872,50.5,At Risk
cust_640,Company_640,starter,299,2023-07-06,active,13,3,Finance,4.8,0,2,3,0,0,0.166878256172593,40.0,Critical
cust_641,Company_641,starter,299,2023-09-03,active,15,3,Finance,6.2,4,2,3,0,0,0.1008823379109286,46.0,Critical
cust_642,Company_642,pro,1999,2023-02-24,active,11,1,Finance,5.6,12,7,1,2,0,0.0437795178804737,80.9,Healthy
cust_643,Company_643,growth,799,2023-10-08,active,6,4,SaaS,3.7,26,7,3,1,0,0.0765840782703776,72.5,At Risk
cust_644,Company_644,growth,799,2023-06-25,active,18,2,SaaS,7.5,22,8,0,1,0,0.0712919767335538,100.0,Healthy
cust_645,Company_645,growth,799,2023-08-26,active,11,4,Ecommerce,3.4,12,2,4,1,0,0.0784910034870854,50.9,At Risk
cust_646,Company_646,starter,299,2023-11-02,active,13,1,SaaS,2.6,4,1,1,0,0,0.1395650589427083,51.0,At Risk
cust_647,Company_647,growth,799,2023-08-20,active,18,5,Other,4.7,6,6,2,1,0,0.0919337775357558,69.0,At Risk
cust_648,Company_648,growth,799,2023-12-14,active,10,4,Finance,9.9,18,1,4,1,0,0.0503941970188665,52.8,At Risk
cust_649,Company_649,enterprise,4999,2023-07-26,active,5,4,Finance,9.1,30,1,0,3,0,0.1014445816727141,65.4,At Risk
cust_650,Company_650,pro,1999,2023-07-03,active,4,1,Ecommerce,4.6,18,7,5,2,0,0.0496528275830697,60.3,At Risk
cust_651,Company_651,starter,299,2023-07-15,active,13,5,Ecommerce,6.8,15,3,1,0,0,0.0879489284011637,77.5,Healthy
cust_652,Company_652,growth,799,2023-07-04,active,14,2,Ecommerce,0.6,20,1,1,1,0,0.1154392117016957,75.0,Healthy
cust_653,Company_653,pro,1999,2023-09-07,active,22,2,SaaS,1.8,25,7,3,2,0,0.0473127669247122,85.0,Healthy
cust_654,Company_654,pro,1999,2023-12-23,active,20,5,Ecommerce,4.8,13,8,3,2,0,0.052131689900137,74.5,At Risk
cust_655,Company_655,starter,299,2023-04-06,active,14,5,Healthcare,8.5,7,5,3,0,0,0.0899425644047918,65.5,At Risk
cust_656,Company_656,enterprise,4999,2023-10-23,active,12,3,Other,5.1,11,2,4,3,0,0.0386267186830917,51.5,At Risk
cust_657,Company_657,growth,799,2023-12-20,active,3,5,Finance,4.9,2,2,1,1,0,0.0761999337033552,34.3,Critical
cust_658,Company_658,growth,799,2023-12-06,churned,22,5,Other,3.5,1,6,4,1,1,0.1150164794633536,,
cust_659,Company_659,pro,1999,2023-08-29,active,15,4,Other,7.5,13,6,2,2,0,0.0423649763155909,79.5,Healthy
cust_660,Company_660,starter,299,2023-01-19,active,23,3,Other,3.0,20,8,4,0,0,0.1634319180304349,80.0,Healthy
cust_661,Company_661,starter,299,2023-01-27,active,22,5,SaaS,3.2,2,3,4,0,0,0.1309936868754884,43.0,Critical
cust_662,Company_662,starter,299,2023-05-23,churned,9,3,Finance,8.6,0,2,4,0,1,0.2774858999567151,,
cust_663,Company_663,starter,299,2023-10-30,active,24,4,Finance,8.2,8,4,3,0,0,0.0839469065525121,62.0,At Risk
cust_664,Company_664,starter,299,2023-09-28,active,2,1,Ecommerce,6.2,26,3,3,0,0,0.1140112924683295,54.2,At Risk
cust_665,Company_665,pro,1999,2023-07-31,active,13,4,Ecommerce,2.5,23,6,0,2,0,0.0374206696372221,100.0,Healthy
cust_666,Company_666,growth,799,2023-03-01,active,2,4,Healthcare,3.4,23,4,3,1,0,0.0816483029606515,59.2,At Risk
cust_667,Company_667,growth,799,2023-07-19,active,16,5,Healthcare,0.6,29,8,3,1,0,0.1029469073978818,85.0,Healthy
cust_668,Company_668,growth,799,2023-09-29,active,22,1,Other,6.6,30,7,4,1,0,0.0707740540434853,80.0,Healthy
cust_669,Company_669,enterprise,4999,2023-05-20,active,11,7,Finance,6.7,12,8,5,3,0,0.0367197655830701,65.9,At Risk
cust_670,Company_670,pro,1999,2023-12-11,active,19,5,Finance,6.9,5,6,4,2,0,0.0644340026836985,57.5,At Risk
cust_671,Company_671,starter,299,2023-01-05,churned,3,1,Other,1.5,14,6,1,0,1,0.2028602663808262,,
cust_672,Company_672,pro,1999,2023-05-09,churned,7,5,SaaS,1.0,19,4,4,2,1,0.0907388547183307,,
cust_673,Company_673,growth,799,2023-12-29,active,4,5,Ecommerce,4.1,24,3,0,1,0,0.0791593400003622,73.3,At Risk
cust_674,Company_674,growth,799,2023-05-10,active,10,1,Healthcare,9.3,8,7,5,1,0,0.0681824728713732,57.8,At Risk
cust_675,Company_675,enterprise,4999,2023-06-15,active,9,5,Finance,7.9,12,7,2,3,0,0.0414525093652305,71.8,At Risk
cust_676,Company_676,enterprise,4999,2023-05-13,active,9,5,Healthcare,9.8,6,7,1,3,0,0.0427267688357416,67.8,At Risk
cust_677,Company_677,growth,799,2023-02-25,active,5,4,Ecommerce,6.3,3,8,5,1,0,0.0968559984387723,39.9,Critical
cust_678,Company_678,starter,299,2023-01-18,churned,3,3,Healthcare,0.7,15,3,5,0,1,0.1760251802902679,,
cust_679,Company_679,growth,799,2023-01-20,active,22,2,Finance,9.1,18,1,4,1,0,0.0571053458861384,57.0,At Risk
cust_680,Company_680,pro,1999,2023-09-09,active,16,1,Other,2.6,12,8,0,2,0,0.0459152610661984,88.0,Healthy
cust_681,Company_681,growth,799,2023-07-03,active,11,4,SaaS,6.5,30,2,2,1,0,0.0669335359499458,72.9,At Risk
cust_682,Company_682,growth,799,2023-06-24,active,3,3,Ecommerce,2.2,1,7,5,1,0,0.1345249865025138,32.8,Critical
cust_683,Company_683,starter,299,2023-12-23,active,13,3,Healthcare,1.3,20,8,5,0,0,0.186976541720971,80.0,Healthy
cust_684,Company_684,starter,299,2023-01-19,churned,7,5,Ecommerce,5.1,2,5,3,0,1,0.12116033325531,,
cust_685,Company_685,growth,799,2023-08-19,churned,1,1,Finance,8.0,1,7,0,1,1,0.1601260617387671,,
cust_686,Company_686,starter,299,2023-12-01,active,22,5,Ecommerce,7.5,7,2,0,0,0,0.079913278912187,65.5,At Risk
cust_687,Company_687,pro,1999,2023-09-08,churned,21,5,SaaS,2.8,20,3,0,2,1,0.0474233282754329,,
cust_688,Company_688,starter,299,2023-01-26,active,10,1,Healthcare,6.3,26,2,0,0,0,0.1358819936967875,80.8,Healthy
cust_689,Company_689,starter,299,2023-11-01,active,20,2,Healthcare,3.7,26,7,2,0,0,0.1724543932961322,90.0,Healthy
cust_690,Company_690,starter,299,2023-12-17,active,19,3,Ecommerce,7.8,18,3,2,0,0,0.0898798233762981,77.0,Healthy
cust_691,Company_691,starter,299,2023-05-21,active,5,2,Finance,5.8,14,4,4,0,0,0.1260512867750468,51.4,At Risk
cust_692,Company_692,starter,299,2023-02-21,active,21,2,SaaS,8.9,2,1,0,0,0,0.0963155329621735,53.0,At Risk
cust_693,Company_693,starter,299,2023-02-15,active,23,3,Healthcare,7.1,25,8,5,0,0,0.1747372370939914,80.0,Healthy
cust_694,Company_694,starter,299,2023-03-15,active,21,4,Healthcare,2.8,5,1,4,0,0,0.1672261628205945,37.5,Critical
cust_695,Company_695,starter,299,2023-09-13,active,20,3,Finance,4.5,17,4,1,0,0,0.1657439736219239,85.5,Healthy
