customer_id,plan,mrr,industry,tenure_score,usage_score,feature_score,support_score,health_score,health_status
cust_2778,growth,799,SaaS,4.166666666666666,12.0,25.0,5,46.2,Critical
cust_1841,pro,1999,Other,4.166666666666666,27.0,10.0,5,46.2,Critical
cust_1408,pro,1999,SaaS,16.666666666666664,4.5,25.0,0,46.2,Critical
cust_551,growth,799,SaaS,6.25,15.0,5.0,20,46.3,Critical
cust_607,pro,1999,SaaS,8.333333333333332,18.0,15.0,5,46.3,Critical
cust_1138,pro,1999,Healthcare,6.25,30.0,10.0,0,46.3,Critical
cust_2988,pro,1999,SaaS,18.75,7.5,5.0,15,46.3,Critical
cust_2065,starter,299,Healthcare,22.916666666666664,13.5,10.0,0,46.4,Critical
cust_853,growth,799,Healthcare,10.416666666666668,6.0,25.0,5,46.4,Critical
cust_2434,growth,799,Other,25.0,16.5,5.0,0,46.5,Critical
cust_1370,starter,299,Finance,25.0,1.5,10.0,10,46.5,Critical
cust_2212,growth,799,Other,25.0,1.5,5.0,15,46.5,Critical
cust_1120,starter,299,Other,25.0,1.5,20.0,0,46.5,Critical
cust_786,pro,1999,Healthcare,25.0,1.5,10.0,10,46.5,Critical
cust_714,starter,299,Other,12.5,9.0,15.0,10,46.5,Critical
cust_2543,starter,299,SaaS,25.0,1.5,20.0,0,46.5,Critical
cust_562,pro,1999,Other,25.0,1.5,10.0,10,46.5,Critical
cust_493,growth,799,Healthcare,25.0,16.5,5.0,0,46.5,Critical
cust_2755,enterprise,4999,Ecommerce,25.0,1.5,5.0,15,46.5,Critical
cust_2075,growth,799,SaaS,25.0,16.5,5.0,0,46.5,Critical
cust_2882,starter,299,Other,25.0,16.5,5.0,0,46.5,Critical
cust_2248,growth,799,Finance,14.583333333333334,12.0,15.0,5,46.6,Critical
cust_106,pro,1999,Healthcare,8.333333333333332,13.5,5.0,20,46.8,Critical
cust_1553,starter,299,Ecommerce,20.833333333333336,6.0,15.0,5,46.8,Critical
cust_169,starter,299,Ecommerce,18.75,3.0,20.0,5,46.8,Critical
cust_1971,growth,799,Healthcare,18.75,3.0,25.0,0,46.8,Critical
cust_2635,starter,299,SaaS,10.416666666666668,16.5,10.0,10,46.9,Critical
cust_2211,starter,299,SaaS,10.416666666666668,1.5,25.0,10,46.9,Critical
cust_576,growth,799,Healthcare,10.416666666666668,1.5,25.0,10,46.9,Critical
cust_2417,pro,1999,Ecommerce,25.0,12.0,10.0,0,47.0,Critical
cust_1669,starter,299,SaaS,25.0,12.0,10.0,0,47.0,Critical
cust_1868,enterprise,4999,SaaS,25.0,12.0,5.0,5,47.0,Critical
cust_2406,enterprise,4999,Other,2.083333333333333,30.0,15.0,0,47.1,Critical
cust_1220,pro,1999,Healthcare,14.583333333333334,7.5,15.0,10,47.1,Critical
cust_96,starter,299,Ecommerce,2.083333333333333,30.0,10.0,5,47.1,Critical
cust_2656,enterprise,4999,SaaS,2.083333333333333,30.0,5.0,10,47.1,Critical
cust_2687,growth,799,Ecommerce,2.083333333333333,30.0,5.0,10,47.1,Critical
cust_2563,pro,1999,SaaS,2.083333333333333,30.0,10.0,5,47.1,Critical
cust_701,starter,299,SaaS,14.583333333333334,22.5,5.0,5,47.1,Critical
cust_1111,pro,1999,Healthcare,2.083333333333333,30.0,5.0,10,47.1,Critical
cust_2885,starter,299,Ecommerce,4.166666666666666,18.0,25.0,0,47.2,Critical
cust_792,starter,299,Ecommerce,4.166666666666666,18.0,25.0,0,47.2,Critical
cust_729,growth,799,SaaS,4.166666666666666,18.0,20.0,5,47.2,Critical
cust_83,starter,299,Finance,20.833333333333336,1.5,10.0,15,47.3,Critical
cust_1773,growth,799,Finance,6.25,21.0,20.0,0,47.3,Critical
cust_2697,starter,299,Ecommerce,6.25,6.0,25.0,10,47.3,Critical
cust_972,growth,799,Ecommerce,6.25,6.0,20.0,15,47.3,Critical
cust_2887,growth,799,Other,20.833333333333336,1.5,5.0,20,47.3,Critical
cust_133,growth,799,Other,8.333333333333332,9.0,25.0,5,47.3,Critical
cust_432,pro,1999,SaaS,22.916666666666664,19.5,5.0,0,47.4,Critical
cust_1986,growth,799,Finance,25.0,7.5,10.0,5,47.5,Critical
cust_1928,starter,299,SaaS,25.0,7.5,10.0,5,47.5,Critical
cust_2067,starter,299,Healthcare,25.0,7.5,15.0,0,47.5,Critical
cust_916,growth,799,Finance,25.0,7.5,10.0,5,47.5,Critical
cust_1876,enterprise,4999,SaaS,25.0,7.5,10.0,5,47.5,Critical
cust_2309,growth,799,Finance,25.0,7.5,15.0,0,47.5,Critical
cust_2836,growth,799,Finance,2.083333333333333,10.5,20.0,15,47.6,Critical
cust_1090,enterprise,4999,Healthcare,4.166666666666666,28.5,15.0,0,47.7,Critical
cust_2925,growth,799,Ecommerce,6.25,1.5,20.0,20,47.8,Critical
cust_1348,starter,299,Other,22.916666666666664,15.0,10.0,0,47.9,Critical
cust_1472,pro,1999,Ecommerce,10.416666666666668,7.5,25.0,5,47.9,Critical
cust_1382,growth,799,Other,25.0,3.0,20.0,0,48.0,Critical
cust_1143,starter,299,Ecommerce,25.0,18.0,5.0,0,48.0,Critical
cust_301,growth,799,Healthcare,25.0,3.0,5.0,15,48.0,Critical
cust_420,starter,299,SaaS,25.0,3.0,10.0,10,48.0,Critical
cust_532,enterprise,4999,Healthcare,25.0,3.0,10.0,10,48.0,Critical
cust_2345,growth,799,SaaS,12.5,10.5,25.0,0,48.0,Critical
cust_699,starter,299,Healthcare,25.0,3.0,20.0,0,48.0,Critical
cust_2847,enterprise,4999,Other,2.083333333333333,6.0,20.0,20,48.1,Critical
cust_2749,starter,299,Finance,2.083333333333333,21.0,25.0,0,48.1,Critical
cust_2947,starter,299,Ecommerce,2.083333333333333,6.0,25.0,15,48.1,Critical
cust_909,pro,1999,Ecommerce,8.333333333333332,30.0,5.0,5,48.3,Critical
cust_2367,starter,299,Ecommerce,18.75,4.5,5.0,20,48.3,Critical
cust_1644,pro,1999,Ecommerce,8.333333333333332,30.0,5.0,5,48.3,Critical
cust_541,growth,799,Ecommerce,18.75,4.5,25.0,0,48.3,Critical
cust_708,pro,1999,SaaS,8.333333333333332,0.0,25.0,15,48.3,Critical
cust_515,starter,299,Other,8.333333333333332,30.0,5.0,5,48.3,Critical
cust_2153,growth,799,SaaS,10.416666666666668,18.0,10.0,10,48.4,Critical
cust_1283,starter,299,Ecommerce,25.0,13.5,10.0,0,48.5,Critical
cust_1904,growth,799,Ecommerce,25.0,13.5,10.0,0,48.5,Critical
cust_2562,pro,1999,Ecommerce,25.0,13.5,5.0,5,48.5,Critical
cust_2357,pro,1999,Other,14.583333333333334,24.0,10.0,0,48.6,Critical
cust_2787,starter,299,Healthcare,14.583333333333334,9.0,25.0,0,48.6,Critical
cust_1531,pro,1999,Healthcare,14.583333333333334,24.0,5.0,5,48.6,Critical
cust_1241,starter,299,Other,4.166666666666666,19.5,5.0,20,48.7,Critical
cust_1067,pro,1999,Finance,6.25,22.5,20.0,0,48.8,Critical
cust_1888,enterprise,4999,Finance,10.416666666666668,28.5,10.0,0,48.9,Critical
cust_2336,growth,799,SaaS,22.916666666666664,21.0,5.0,0,48.9,Critical
cust_2107,starter,299,Finance,25.0,9.0,15.0,0,49.0,Critical
cust_172,pro,1999,SaaS,25.0,9.0,15.0,0,49.0,Critical
cust_165,starter,299,Ecommerce,12.5,1.5,25.0,10,49.0,Critical
cust_950,starter,299,Healthcare,12.5,1.5,20.0,15,49.0,Critical
cust_251,starter,299,Other,25.0,9.0,5.0,10,49.0,Critical
cust_2735,growth,799,Healthcare,2.083333333333333,12.0,15.0,20,49.1,Critical
cust_622,growth,799,Finance,2.083333333333333,27.0,5.0,15,49.1,Critical
cust_1683,enterprise,4999,Ecommerce,4.166666666666666,30.0,5.0,10,49.2,Critical
cust_2844,growth,799,Ecommerce,16.666666666666664,22.5,10.0,0,49.2,Critical
cust_2130,starter,299,Ecommerce,4.166666666666666,30.0,5.0,10,49.2,Critical
cust_2738,growth,799,Other,8.333333333333332,6.0,25.0,10,49.3,Critical
cust_953,starter,299,Healthcare,6.25,18.0,20.0,5,49.3,Critical
cust_546,pro,1999,Healthcare,8.333333333333332,21.0,20.0,0,49.3,Critical
cust_290,starter,299,Finance,8.333333333333332,21.0,20.0,0,49.3,Critical
cust_273,growth,799,Ecommerce,6.25,3.0,25.0,15,49.3,Critical
cust_1631,growth,799,SaaS,10.416666666666668,24.0,10.0,5,49.4,Critical
cust_1973,growth,799,SaaS,22.916666666666664,1.5,25.0,0,49.4,Critical
cust_1098,growth,799,SaaS,25.0,4.5,15.0,5,49.5,Critical
cust_1169,growth,799,Finance,25.0,4.5,5.0,15,49.5,Critical
cust_173,enterprise,4999,Finance,25.0,4.5,5.0,15,49.5,Critical
cust_2316,pro,1999,Other,25.0,19.5,5.0,0,49.5,Critical
cust_1292,starter,299,Ecommerce,25.0,4.5,15.0,5,49.5,Critical
cust_2551,growth,799,Healthcare,12.5,27.0,5.0,5,49.5,Critical
cust_869,pro,1999,Other,25.0,4.5,10.0,10,49.5,Critical
cust_2684,starter,299,SaaS,2.083333333333333,22.5,25.0,0,49.6,Critical
cust_25,growth,799,Ecommerce,2.083333333333333,22.5,20.0,5,49.6,Critical
cust_2378,enterprise,4999,SaaS,6.25,13.5,25.0,5,49.8,Critical
cust_1573,growth,799,Finance,20.833333333333336,24.0,5.0,0,49.8,Critical
cust_1104,starter,299,Healthcare,18.75,6.0,20.0,5,49.8,Critical
cust_121,enterprise,4999,Ecommerce,8.333333333333332,16.5,25.0,0,49.8,Critical
cust_2454,starter,299,Other,10.416666666666668,4.5,25.0,10,49.9,Critical
cust_976,growth,799,SaaS,10.416666666666668,19.5,10.0,10,49.9,Critical
cust_1226,pro,1999,SaaS,25.0,15.0,10.0,0,50.0,At Risk
cust_2561,starter,299,Other,25.0,0.0,20.0,5,50.0,At Risk
cust_2972,enterprise,4999,Ecommerce,25.0,0.0,25.0,0,50.0,At Risk
cust_160,starter,299,Other,25.0,15.0,10.0,0,50.0,At Risk
cust_2566,starter,299,SaaS,25.0,0.0,25.0,0,50.0,At Risk
cust_333,starter,299,Ecommerce,25.0,0.0,5.0,20,50.0,At Risk
cust_2092,pro,1999,Ecommerce,25.0,0.0,25.0,0,50.0,At Risk
cust_2305,growth,799,Ecommerce,25.0,15.0,5.0,5,50.0,At Risk
cust_496,starter,299,Other,25.0,0.0,25.0,0,50.0,At Risk
cust_2091,enterprise,4999,Other,25.0,0.0,15.0,10,50.0,At Risk
cust_2570,starter,299,SaaS,25.0,0.0,25.0,0,50.0,At Risk
cust_1505,growth,799,Ecommerce,25.0,0.0,25.0,0,50.0,At Risk
cust_2980,starter,299,Finance,25.0,0.0,25.0,0,50.0,At Risk
cust_2180,starter,299,SaaS,25.0,0.0,25.0,0,50.0,At Risk
cust_747,pro,1999,Ecommerce,25.0,0.0,10.0,15,50.0,At Risk
cust_2387,growth,799,Ecommerce,14.583333333333334,10.5,25.0,0,50.1,At Risk
cust_350,growth,799,Healthcare,2.083333333333333,3.0,25.0,20,50.1,At Risk
cust_1519,starter,299,Other,2.083333333333333,18.0,25.0,5,50.1,At Risk
cust_438,starter,299,SaaS,4.166666666666666,21.0,25.0,0,50.2,At Risk
cust_519,starter,299,Finance,8.333333333333332,12.0,20.0,10,50.3,At Risk
cust_579,growth,799,Healthcare,6.25,9.0,25.0,10,50.3,At Risk
cust_1800,growth,799,Ecommerce,18.75,1.5,25.0,5,50.3,At Risk
cust_1628,starter,299,SaaS,8.333333333333332,27.0,5.0,10,50.3,At Risk
cust_1231,growth,799,Healthcare,10.416666666666668,30.0,10.0,0,50.4,At Risk
cust_720,enterprise,4999,Healthcare,10.416666666666668,0.0,25.0,15,50.4,At Risk
cust_2817,starter,299,Other,10.416666666666668,30.0,5.0,5,50.4,At Risk
cust_349,starter,299,Finance,10.416666666666668,30.0,10.0,0,50.4,At Risk
cust_1449,starter,299,SaaS,25.0,10.5,15.0,0,50.5,At Risk
cust_639,growth,799,Healthcare,25.0,10.5,15.0,0,50.5,At Risk
cust_706,starter,299,Finance,25.0,10.5,15.0,0,50.5,At Risk
cust_2499,growth,799,Healthcare,25.0,10.5,10.0,5,50.5,At Risk
cust_125,growth,799,SaaS,25.0,10.5,15.0,0,50.5,At Risk
cust_539,growth,799,Other,25.0,10.5,15.0,0,50.5,At Risk
cust_2478,growth,799,Healthcare,14.583333333333334,21.0,5.0,10,50.6,At Risk
cust_1109,enterprise,4999,Finance,4.166666666666666,16.5,25.0,5,50.7,At Risk
cust_1280,starter,299,Healthcare,8.333333333333332,7.5,25.0,10,50.8,At Risk
cust_1429,enterprise,4999,Finance,10.416666666666668,25.5,10.0,5,50.9,At Risk
cust_92,starter,299,Finance,22.916666666666664,18.0,5.0,5,50.9,At Risk
cust_645,growth,799,Ecommerce,22.916666666666664,18.0,10.0,0,50.9,At Risk
cust_2553,starter,299,Ecommerce,25.0,21.0,5.0,0,51.0,At Risk
cust_2645,starter,299,Ecommerce,25.0,6.0,20.0,0,51.0,At Risk
cust_646,starter,299,SaaS,25.0,6.0,5.0,15,51.0,At Risk
cust_1548,growth,799,Healthcare,25.0,21.0,5.0,0,51.0,At Risk
cust_1689,growth,799,Healthcare,25.0,6.0,20.0,0,51.0,At Risk
cust_958,growth,799,Healthcare,25.0,21.0,5.0,0,51.0,At Risk
cust_1774,pro,1999,Ecommerce,25.0,6.0,5.0,15,51.0,At Risk
cust_929,starter,299,Finance,25.0,6.0,10.0,10,51.0,At Risk
cust_867,growth,799,Healthcare,25.0,6.0,15.0,5,51.0,At Risk
cust_2565,pro,1999,Healthcare,2.083333333333333,24.0,25.0,0,51.1,At Risk
cust_1720,pro,1999,Other,8.333333333333332,3.0,25.0,15,51.3,At Risk
cust_1746,pro,1999,SaaS,18.75,7.5,15.0,10,51.3,At Risk
cust_1334,pro,1999,SaaS,6.25,30.0,5.0,10,51.3,At Risk
cust_2801,starter,299,SaaS,8.333333333333332,3.0,25.0,15,51.3,At Risk
cust_2132,growth,799,Other,6.25,30.0,10.0,5,51.3,At Risk
cust_1493,starter,299,Other,8.333333333333332,3.0,25.0,15,51.3,At Risk
cust_1919,pro,1999,Other,8.333333333333332,18.0,25.0,0,51.3,At Risk
cust_405,growth,799,Other,8.333333333333332,3.0,25.0,15,51.3,At Risk
cust_2892,starter,299,Finance,6.25,15.0,20.0,10,51.3,At Risk
cust_1315,enterprise,4999,Finance,18.75,7.5,15.0,10,51.3,At Risk
cust_2865,growth,799,Finance,18.75,7.5,15.0,10,51.3,At Risk
cust_691,starter,299,Finance,10.416666666666668,21.0,20.0,0,51.4,At Risk
cust_2346,growth,799,Healthcare,10.416666666666668,21.0,5.0,15,51.4,At Risk
cust_68,growth,799,Other,25.0,16.5,10.0,0,51.5,At Risk
cust_1061,growth,799,Finance,25.0,1.5,25.0,0,51.5,At Risk
cust_1641,growth,799,Finance,25.0,1.5,25.0,0,51.5,At Risk
cust_1026,enterprise,4999,SaaS,25.0,1.5,25.0,0,51.5,At Risk
cust_2533,starter,299,Healthcare,25.0,1.5,25.0,0,51.5,At Risk
cust_480,starter,299,Healthcare,25.0,1.5,20.0,5,51.5,At Risk
cust_2709,pro,1999,SaaS,25.0,1.5,25.0,0,51.5,At Risk
cust_2973,starter,299,Other,25.0,1.5,25.0,0,51.5,At Risk
cust_561,enterprise,4999,Healthcare,25.0,1.5,25.0,0,51.5,At Risk
cust_2297,starter,299,Healthcare,25.0,1.5,25.0,0,51.5,At Risk
cust_2408,growth,799,SaaS,25.0,1.5,25.0,0,51.5,At Risk
cust_2818,starter,299,Healthcare,25.0,1.5,25.0,0,51.5,At Risk
cust_2998,starter,299,Healthcare,25.0,1.5,5.0,20,51.5,At Risk
cust_2881,starter,299,Other,25.0,1.5,10.0,15,51.5,At Risk
cust_656,enterprise,4999,Other,25.0,16.5,10.0,0,51.5,At Risk
cust_876,growth,799,Other,25.0,1.5,20.0,5,51.5,At Risk
cust_137,starter,299,Finance,25.0,16.5,10.0,0,51.5,At Risk
cust_1452,pro,1999,Ecommerce,12.5,9.0,25.0,5,51.5,At Risk
cust_1409,starter,299,SaaS,25.0,1.5,25.0,0,51.5,At Risk
cust_1824,starter,299,Ecommerce,14.583333333333334,12.0,25.0,0,51.6,At Risk
cust_2536,starter,299,Other,16.666666666666664,30.0,5.0,0,51.7,At Risk
cust_1550,growth,799,Healthcare,16.666666666666664,30.0,5.0,0,51.7,At Risk
cust_2431,starter,299,Finance,4.166666666666666,22.5,10.0,15,51.7,At Risk
cust_1571,starter,299,Finance,6.25,25.5,20.0,0,51.8,At Risk
cust_298,starter,299,Other,8.333333333333332,28.5,15.0,0,51.8,At Risk
cust_2134,enterprise,4999,Other,18.75,3.0,25.0,5,51.8,At Risk
cust_88,starter,299,Other,20.833333333333336,21.0,10.0,0,51.8,At Risk
cust_1398,pro,1999,SaaS,10.416666666666668,16.5,25.0,0,51.9,At Risk
cust_923,starter,299,Other,10.416666666666668,16.5,25.0,0,51.9,At Risk
cust_1304,pro,1999,Finance,22.916666666666664,9.0,10.0,10,51.9,At Risk
cust_1976,enterprise,4999,Finance,22.916666666666664,24.0,5.0,0,51.9,At Risk
cust_1592,starter,299,Other,22.916666666666664,9.0,20.0,0,51.9,At Risk
cust_2523,growth,799,Other,10.416666666666668,16.5,5.0,20,51.9,At Risk
cust_1564,pro,1999,Ecommerce,25.0,12.0,10.0,5,52.0,At Risk
cust_1786,pro,1999,SaaS,25.0,12.0,15.0,0,52.0,At Risk
cust_809,enterprise,4999,SaaS,25.0,12.0,15.0,0,52.0,At Risk
cust_625,growth,799,SaaS,25.0,12.0,5.0,10,52.0,At Risk
cust_2942,starter,299,Other,25.0,12.0,15.0,0,52.0,At Risk
cust_2764,starter,299,Finance,12.5,19.5,5.0,15,52.0,At Risk
cust_2515,pro,1999,Ecommerce,25.0,12.0,15.0,0,52.0,At Risk
cust_2568,starter,299,Healthcare,2.083333333333333,30.0,15.0,5,52.1,At Risk
cust_796,growth,799,Other,6.25,21.0,5.0,20,52.3,At Risk
cust_319,enterprise,4999,Other,6.25,21.0,25.0,0,52.3,At Risk
cust_1198,growth,799,Finance,20.833333333333336,1.5,20.0,10,52.3,At Risk
cust_756,growth,799,SaaS,8.333333333333332,24.0,15.0,5,52.3,At Risk
cust_1972,starter,299,SaaS,10.416666666666668,12.0,25.0,5,52.4,At Risk
cust_97,enterprise,4999,Finance,10.416666666666668,12.0,25.0,5,52.4,At Risk
cust_2861,starter,299,Ecommerce,22.916666666666664,4.5,25.0,0,52.4,At Risk
cust_1896,starter,299,SaaS,22.916666666666664,4.5,15.0,10,52.4,At Risk
cust_741,starter,299,Finance,10.416666666666668,12.0,25.0,5,52.4,At Risk
cust_2512,growth,799,SaaS,10.416666666666668,12.0,25.0,5,52.4,At Risk
cust_1453,growth,799,Finance,25.0,22.5,5.0,0,52.5,At Risk
cust_2545,starter,299,Other,25.0,7.5,15.0,5,52.5,At Risk
cust_1629,enterprise,4999,Finance,12.5,15.0,25.0,0,52.5,At Risk
cust_825,pro,1999,SaaS,12.5,15.0,25.0,0,52.5,At Risk
cust_1915,pro,1999,Other,12.5,30.0,10.0,0,52.5,At Risk
cust_990,starter,299,SaaS,25.0,7.5,10.0,10,52.5,At Risk
cust_1077,starter,299,Other,12.5,30.0,10.0,0,52.5,At Risk
cust_1729,enterprise,4999,Other,25.0,7.5,5.0,15,52.5,At Risk
cust_1612,pro,1999,Finance,14.583333333333334,18.0,15.0,5,52.6,At Risk
cust_242,starter,299,Healthcare,2.083333333333333,25.5,25.0,0,52.6,At Risk
cust_2199,starter,299,Finance,4.166666666666666,28.5,15.0,5,52.7,At Risk
cust_648,growth,799,Finance,20.833333333333336,27.0,5.0,0,52.8,At Risk
cust_216,growth,799,Finance,8.333333333333332,19.5,20.0,5,52.8,At Risk
cust_1192,growth,799,Other,20.833333333333336,12.0,5.0,15,52.8,At Risk
cust_1474,growth,799,SaaS,18.75,24.0,10.0,0,52.8,At Risk
cust_2045,starter,299,Ecommerce,10.416666666666668,7.5,20.0,15,52.9,At Risk
cust_199,growth,799,SaaS,22.916666666666664,0.0,10.0,20,52.9,At Risk
cust_1520,enterprise,4999,SaaS,25.0,3.0,25.0,0,53.0,At Risk
cust_2848,starter,299,Ecommerce,25.0,3.0,25.0,0,53.0,At Risk
cust_1640,growth,799,Healthcare,12.5,25.5,5.0,10,53.0,At Risk
cust_286,starter,299,Other,25.0,3.0,10.0,15,53.0,At Risk
cust_1399,starter,299,Finance,25.0,3.0,25.0,0,53.0,At Risk
cust_326,starter,299,Healthcare,25.0,18.0,10.0,0,53.0,At Risk
cust_987,pro,1999,Healthcare,25.0,3.0,25.0,0,53.0,At Risk
cust_1660,starter,299,Other,25.0,3.0,25.0,0,53.0,At Risk
cust_880,starter,299,Ecommerce,25.0,3.0,15.0,10,53.0,At Risk
cust_2122,enterprise,4999,Other,25.0,3.0,25.0,0,53.0,At Risk
cust_2726,growth,799,Other,25.0,18.0,5.0,5,53.0,At Risk
cust_2253,growth,799,SaaS,25.0,3.0,25.0,0,53.0,At Risk
cust_613,starter,299,Finance,25.0,3.0,5.0,20,53.0,At Risk
cust_692,starter,299,SaaS,25.0,3.0,5.0,20,53.0,At Risk
cust_1583,growth,799,Finance,25.0,3.0,25.0,0,53.0,At Risk
cust_281,starter,299,Healthcare,14.583333333333334,13.5,25.0,0,53.1,At Risk
cust_1244,starter,299,Ecommerce,14.583333333333334,13.5,25.0,0,53.1,At Risk
cust_1742,starter,299,SaaS,14.583333333333334,13.5,25.0,0,53.1,At Risk
cust_2530,growth,799,SaaS,14.583333333333334,13.5,20.0,5,53.1,At Risk
cust_482,enterprise,4999,SaaS,4.166666666666666,24.0,25.0,0,53.2,At Risk
cust_2795,starter,299,Healthcare,8.333333333333332,30.0,15.0,0,53.3,At Risk
cust_318,pro,1999,Ecommerce,8.333333333333332,30.0,15.0,0,53.3,At Risk
cust_531,pro,1999,Ecommerce,18.75,4.5,10.0,20,53.3,At Risk
cust_2156,pro,1999,SaaS,8.333333333333332,30.0,10.0,5,53.3,At Risk
cust_745,enterprise,4999,Ecommerce,8.333333333333332,30.0,10.0,5,53.3,At Risk
cust_2039,growth,799,Ecommerce,6.25,12.0,25.0,10,53.3,At Risk
cust_1513,growth,799,Finance,8.333333333333332,30.0,15.0,0,53.3,At Risk
cust_2634,starter,299,Finance,8.333333333333332,0.0,25.0,20,53.3,At Risk
cust_2837,growth,799,Finance,22.916666666666664,10.5,10.0,10,53.4,At Risk
cust_225,growth,799,SaaS,22.916666666666664,10.5,5.0,15,53.4,At Risk
cust_364,enterprise,4999,Other,22.916666666666664,10.5,15.0,5,53.4,At Risk
cust_1121,pro,1999,Healthcare,10.416666666666668,18.0,10.0,15,53.4,At Risk
cust_1014,starter,299,Healthcare,12.5,6.0,20.0,15,53.5,At Risk
cust_1314,growth,799,Healthcare,25.0,13.5,10.0,5,53.5,At Risk
cust_2347,growth,799,Finance,25.0,13.5,15.0,0,53.5,At Risk
cust_186,pro,1999,Other,12.5,21.0,5.0,15,53.5,At Risk
cust_2221,enterprise,4999,Healthcare,25.0,13.5,10.0,5,53.5,At Risk
cust_1447,starter,299,Finance,25.0,13.5,10.0,5,53.5,At Risk
cust_2825,growth,799,Other,2.083333333333333,16.5,25.0,10,53.6,At Risk
cust_415,growth,799,SaaS,4.166666666666666,19.5,25.0,5,53.7,At Risk
cust_2746,starter,299,Finance,16.666666666666664,12.0,25.0,0,53.7,At Risk
cust_2352,starter,299,SaaS,16.666666666666664,27.0,5.0,5,53.7,At Risk
cust_239,pro,1999,Healthcare,4.166666666666666,19.5,15.0,15,53.7,At Risk
cust_1499,starter,299,Ecommerce,16.666666666666664,27.0,5.0,5,53.7,At Risk
cust_1997,starter,299,Finance,8.333333333333332,10.5,25.0,10,53.8,At Risk
cust_1307,pro,1999,SaaS,8.333333333333332,10.5,25.0,10,53.8,At Risk
cust_1529,growth,799,Ecommerce,6.25,22.5,10.0,15,53.8,At Risk
cust_310,growth,799,Finance,6.25,22.5,25.0,0,53.8,At Risk
cust_2883,enterprise,4999,Finance,6.25,22.5,25.0,0,53.8,At Risk
cust_19,pro,1999,Finance,8.333333333333332,25.5,20.0,0,53.8,At Risk
cust_2163,starter,299,SaaS,22.916666666666664,6.0,25.0,0,53.9,At Risk
cust_2650,growth,799,Healthcare,10.416666666666668,28.5,15.0,0,53.9,At Risk
cust_344,pro,1999,SaaS,22.916666666666664,6.0,10.0,15,53.9,At Risk
cust_1844,starter,299,Ecommerce,25.0,9.0,20.0,0,54.0,At Risk
cust_2859,starter,299,Healthcare,25.0,9.0,15.0,5,54.0,At Risk
cust_2694,growth,799,SaaS,12.5,16.5,25.0,0,54.0,At Risk
cust_2175,pro,1999,Finance,25.0,9.0,20.0,0,54.0,At Risk
cust_1681,starter,299,Healthcare,2.083333333333333,12.0,25.0,15,54.1,At Risk
cust_2959,growth,799,Ecommerce,4.166666666666666,30.0,20.0,0,54.2,At Risk
cust_313,pro,1999,SaaS,4.166666666666666,30.0,15.0,5,54.2,At Risk
cust_2912,enterprise,4999,SaaS,4.166666666666666,30.0,15.0,5,54.2,At Risk
cust_664,starter,299,Ecommerce,4.166666666666666,30.0,15.0,5,54.2,At Risk
cust_2263,starter,299,Finance,4.166666666666666,30.0,10.0,10,54.2,At Risk
cust_56,pro,1999,SaaS,18.75,10.5,25.0,0,54.3,At Risk
cust_2032,pro,1999,Ecommerce,8.333333333333332,21.0,25.0,0,54.3,At Risk
cust_2547,growth,799,Other,22.916666666666664,1.5,25.0,5,54.4,At Risk
cust_2010,pro,1999,Finance,22.916666666666664,1.5,10.0,20,54.4,At Risk
cust_1765,growth,799,Healthcare,25.0,4.5,25.0,0,54.5,At Risk
cust_1954,pro,1999,Ecommerce,25.0,4.5,15.0,10,54.5,At Risk
cust_149,pro,1999,SaaS,25.0,4.5,20.0,5,54.5,At Risk
cust_1861,pro,1999,SaaS,25.0,4.5,25.0,0,54.5,At Risk
cust_2615,starter,299,Healthcare,25.0,4.5,25.0,0,54.5,At Risk
cust_2516,starter,299,SaaS,12.5,27.0,15.0,0,54.5,At Risk
cust_2296,growth,799,Finance,25.0,4.5,25.0,0,54.5,At Risk
cust_2273,starter,299,Ecommerce,25.0,4.5,20.0,5,54.5,At Risk
cust_2272,growth,799,Ecommerce,25.0,19.5,10.0,0,54.5,At Risk
cust_1498,growth,799,Other,25.0,4.5,25.0,0,54.5,At Risk
cust_1828,starter,299,Finance,25.0,4.5,25.0,0,54.5,At Risk
cust_34,pro,1999,Finance,25.0,4.5,15.0,10,54.5,At Risk
cust_571,growth,799,Healthcare,14.583333333333334,30.0,10.0,0,54.6,At Risk
cust_1748,pro,1999,Healthcare,14.583333333333334,30.0,10.0,0,54.6,At Risk
cust_372,pro,1999,Ecommerce,4.166666666666666,25.5,25.0,0,54.7,At Risk
cust_2049,growth,799,Other,4.166666666666666,25.5,25.0,0,54.7,At Risk
cust_2165,growth,799,SaaS,20.833333333333336,9.0,25.0,0,54.8,At Risk
cust_1907,starter,299,Finance,20.833333333333336,9.0,15.0,10,54.8,At Risk
cust_2376,pro,1999,SaaS,18.75,6.0,20.0,10,54.8,At Risk
cust_1968,enterprise,4999,Ecommerce,20.833333333333336,9.0,5.0,20,54.8,At Risk
cust_2138,starter,299,Healthcare,20.833333333333336,9.0,25.0,0,54.8,At Risk
cust_2820,enterprise,4999,Ecommerce,20.833333333333336,24.0,10.0,0,54.8,At Risk
cust_2022,growth,799,Healthcare,25.0,15.0,10.0,5,55.0,At Risk
cust_1709,growth,799,Ecommerce,25.0,0.0,25.0,5,55.0,At Risk
cust_1708,enterprise,4999,Finance,25.0,15.0,15.0,0,55.0,At Risk
